taxonName,subtype,geographyName,geographyIso2,eventDescription,eventStartDate,hostName,taxonRank,caseCount,deathCount
"""H5N1 subtype""","""H5N1""","""Bagibócsa""","""HU""","""Foie gras geese holding""","""2022-04-25""","""Aves""","""Aves""",52,52
"""H5N1 subtype""","""H5N1""","""Alsócsólyos""","""HU""","""Foie gras duck holding""","""2022-04-24""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Bagibócsa""","""HU""","""Foie gras duck holding""","""2022-04-23""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Alsócsólyos""","""HU""","""Fattening ducks holding""","""2022-04-24""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Határdűlő""","""HU""","""Foie gras geese holding""","""2022-05-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Kő Halom""","""HU""","""Foie gras ducks holding""","""2022-04-25""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Bagibócsa""","""HU""","""Foie gras duck holding""","""2022-04-25""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Nagybugac""","""HU""","""Foie gras geese holding""","""2022-04-25""","""Aves""","""Aves""",370,370
"""H5N1 subtype""","""H5N1""","""Csólyospálos""","""HU""","""Fattening ducks holding""","""2022-04-26""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Alsócsólyos""","""HU""","""Fattening ducks holding""","""2022-04-26""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Kömpöc""","""HU""","""Fattening ducks holding""","""2022-04-26""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Kunágasegyháza""","""HU""","""Foie-gras geese""","""2022-04-13""","""Aves""","""Aves""",24,24
"""H5N1 subtype""","""H5N1""","""Nagy Bogárzó Tó""","""HU""","""foie gras duck holding""","""2022-04-15""","""Aves""","""Aves""",20,20
"""H5N1 subtype""","""H5N1""","""Kígyós""","""HU""","""foie gras goose holding""","""2022-04-15""","""Aves""","""Aves""",8,8
"""H5N1 subtype""","""H5N1""","""Szappanosmajor""","""HU""","""foie gras duck holding""","""2022-04-17""","""Aves""","""Aves""",18,18
"""H5N1 subtype""","""H5N1""","""Felsőtanya""","""HU""","""foie gras goose holding""","""2022-04-18""","""Aves""","""Aves""",200,200
"""H5N1 subtype""","""H5N1""","""Ráczdűlő""","""HU""","""foie gras goose holding""","""2022-04-19""","""Aves""","""Aves""",16,16
"""H5N1 subtype""","""H5N1""","""Szappanosmajor""","""HU""","""laying hen holding""","""2022-04-20""","""Aves""","""Aves""",1000,1000
"""H5N1 subtype""","""H5N1""","""Szappanosmajor""","""HU""","""foie gras goose holding""","""2022-04-20""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Felsőpálos""","""HU""","""fattening duck holding""","""2022-04-21""","""Aves""","""Aves""",114,114
"""H5N1 subtype""","""H5N1""","""Bagibócsa""","""HU""","""foie gras duck holding""","""2022-04-22""","""Aves""","""Aves""",780,780
"""H5N1 subtype""","""H5N1""","""Ötfa""","""HU""","""foie gras duck holding""","""2022-04-21""","""Aves""","""Aves""",0,0
"""H5N1 subtype""","""H5N1""","""Alsópálos""","""HU""","""foie gras duck holding""","""2022-04-24""","""Aves""","""Aves""",210,210
"""H5N1 subtype""","""H5N1""","""Bócsa-Bugaci-csatorna""","""HU""","""foie gras goose holding""","""2022-04-23""","""Aves""","""Aves""",42,42
"""H5N1 subtype""","""H5N1""","""Bagibócsa""","""HU""","""foie gras duck holding""","""2022-04-24""","""Aves""","""Aves""",44,44
"""H5N1 subtype""","""H5N1""","""Alsócsólyos""","""HU""","""foie gras duck holding""","""2022-04-23""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Alsópálos""","""HU""","""foie gras duck holding""","""2022-04-23""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Fanafiè Koro""","""ML""","""Des pondeuses élevées en batterie. Trois bandes âgées respectivement de 24 mois, 10 mois et 6 mois. Il y avait aussi une poussinière avec des poussins de 6 semaines.""","""2022-03-03""","""Aves""","""Aves""",340000,340000
"""H5N1 subtype""","""H5N1""","""Hulsvelde""","""BE""","""Gallus gallus""","""2022-03-28""","""Aves""","""Aves""",193,193
"""H5N1 subtype""","""H5N1""","""Wormstedt""","""DE""","""NA""","""2022-12-02""","""Aves""","""Aves""",8,8
"""H5N1 subtype""","""H5N1""","""Schöten""","""DE""","""NA""","""2022-12-02""","""Aves""","""Aves""",8,8
"""H5N1 subtype""","""H5N1""","""Niederroßla""","""DE""","""The birds of those private backyard farms are mainly birds of special breeds with high genetic, cultural or educational value. The products of the animals play a subordinate role here, even if quite a large number of birds is being held.""","""2022-12-05""","""Aves""","""Aves""",36,36
"""H5N1 subtype""","""H5N1""","""Wickerstedt""","""DE""","""NA""","""2022-12-09""","""Aves""","""Aves""",4,4
"""H5N1 subtype""","""H5N1""","""Fröttstädt""","""DE""","""NA""","""2022-12-11""","""Aves""","""Aves""",2,0
"""H5N1 subtype""","""H5N1""","""Roter Bühl""","""DE""","""NA""","""2023-01-20""","""Aves""","""Aves""",20,15
"""H5N1 subtype""","""H5N1""","""Großenlupnitz""","""DE""","""NA""","""2023-03-16""","""Aves""","""Aves""",10,10
"""H5N1 subtype""","""H5N1""","""Helmershausen""","""DE""","""NA""","""2023-01-24""","""Aves""","""Aves""",14,0
"""H5N1 subtype""","""H5N1""","""Oberorschel""","""DE""","""NA""","""2023-01-31""","""Aves""","""Aves""",14,14
"""H5N1 subtype""","""H5N1""","""Kalinan Creek""","""PH""","""Affected avian species were ducks.""","""2023-01-23""","""Aves""","""Aves""",6,0
"""H5N1 subtype""","""H5N1""","""Pamanitan Creek""","""PH""","""commercial duck farm""","""2022-03-30""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Katipunan""","""PH""","""commercial duck farm""","""2022-04-07""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Teresita""","""PH""","""backyard duck farm""","""2022-05-04""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Kauran""","""PH""","""backyard farm (mixed species)""","""2022-05-04""","""Aves""","""Aves""",6,0
"""H5N1 subtype""","""H5N1""","""Blingkong""","""PH""","""backyard duck farm""","""2022-07-01""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""New Passi""","""PH""","""NA""","""2022-08-25""","""Aves""","""Aves""",2410,2410
"""H5N1 subtype""","""H5N1""","""Dukay""","""PH""","""NA""","""2022-11-08""","""Aves""","""Aves""",5,5
"""H5N1 subtype""","""H5N1""","""Dungoan""","""PH""","""NA""","""2022-11-16""","""Aves""","""Aves""",20,20
"""H5N1 subtype""","""H5N1""","""Blingkong""","""PH""","""commercial duck farm""","""2022-06-14""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Salasong""","""PH""","""backyard multi-avian species""","""2022-06-23""","""Aves""","""Aves""",278,278
"""H5N1 subtype""","""H5N1""","""Kenram Plantation""","""PH""","""Backyard farm (ducks, chicken, turkey)""","""2022-03-08""","""Aves""","""Aves""",6,1
"""H5N1 subtype""","""H5N1""","""Kalanawe Dos""","""PH""","""Commercial duck farm""","""2022-03-05""","""Aves""","""Aves""",547,547
"""H5N1 subtype""","""H5N1""","""Dumaguil""","""PH""","""Commercial duck farm""","""2022-03-14""","""Aves""","""Aves""",20,0
"""H5N1 subtype""","""H5N1""","""San Emmanuel""","""PH""","""Backyard duck farm, livestock market (ducks and chickens)""","""2022-03-16""","""Aves""","""Aves""",12,0
"""H5N1 subtype""","""H5N1""","""Kalandagan""","""PH""","""Backyard farms (duck, chicken, goose, turkey)""","""2022-03-16""","""Aves""","""Aves""",58,58
"""H5N1 subtype""","""H5N1""","""Tomiao""","""PH""","""Backyard farm (native chicken, duck, goose)""","""2022-03-09""","""Aves""","""Aves""",4,0
"""H5N1 subtype""","""H5N1""","""Pamanitan Creek""","""PH""","""Commercial duck farms""","""2022-03-10""","""Aves""","""Aves""",6,0
"""H5N1 subtype""","""H5N1""","""Vivi""","""PH""","""Backyard duck farm""","""2022-03-14""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Malang River""","""PH""","""Duck farm""","""2022-03-15""","""Aves""","""Aves""",5,103
"""H5N1 subtype""","""H5N1""","""Manuel Roxas""","""PH""","""Backyard farm (native chickens, turkeys)""","""2022-03-13""","""Aves""","""Aves""",4,17
"""H5N1 subtype""","""H5N1""","""Carmen Creek""","""PH""","""Commercial duck farm""","""2022-04-01""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Kauran""","""PH""","""Duck farm""","""2022-03-23""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Kalandagan""","""PH""","""Grazing ducks""","""2022-02-10""","""Aves""","""Aves""",20,0
"""H5N1 subtype""","""H5N1""","""Gansing""","""PH""","""Backyard farm""","""2022-02-17""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Kalandagan""","""PH""","""Duck farm""","""2022-03-11""","""Aves""","""Aves""",20,0
"""H5N1 subtype""","""H5N1""","""Kenram Plantation""","""PH""","""Backyard farm (mixed)""","""2022-03-05""","""Aves""","""Aves""",69,69
"""H5N1 subtype""","""H5N1""","""Oinacu""","""RO""","""NA""","""2022-03-26""","""Aves""","""Aves""",100,49
"""H5N1 subtype""","""H5N1""","""Oinacu""","""RO""","""NA""","""2022-03-26""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Braniștea""","""RO""","""NA""","""2022-03-17""","""Aves""","""Aves""","""NA""",17955
"""H5N1 subtype""","""H5N1""","""Braniștea""","""RO""","""NA""","""2022-03-17""","""Aves""","""Aves""",33925,6770
"""H5N1 subtype""","""H5N1""","""La Fontaine""","""JE""","""A backyard flock including show birds. Clinical signs and increased mortality reported. Official samples were H5N1 HPAI positive.""","""2022-08-13""","""Aves""","""Aves""",31,18
"""H5N1 subtype""","""H5N1""","""Hotel Cristina""","""JE""","""A backyard flock of seven chickens. Increased mortality reported. Official samples were H5N1 HPAI positive.""","""2022-08-30""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Les Vaux""","""JE""","""Official samples from a captive red breasted goose that was found dead were H5N1 HPAI positive. This is a zoological collection.""","""2022-02-22""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Les Vaux""","""JE""","""Official samples from a captive red breasted goose that was found dead were H5N1 HPAI positive. This is a zoological collection.""","""2022-02-22""","""Aves""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Asangaon""","""IN""","""NA""","""2022-02-02""","""Aves""","""Aves""",309,309
"""H5N1 subtype""","""H5N1""","""Arnālapāda""","""IN""","""NA""","""2022-02-10""","""Aves""","""Aves""",549,549
"""H5N1 subtype""","""H5N1""","""Agāshi""","""IN""","""NA""","""2022-02-10""","""Aves""","""Aves""",518,518
"""H5N1 subtype""","""H5N1""","""Mamahuma""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",750,450
"""H5N1 subtype""","""H5N1""","""Dabeyin""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",6600,2400
"""H5N1 subtype""","""H5N1""","""Lashibi""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",840,840
"""H5N1 subtype""","""H5N1""","""Darkuman""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",57,57
"""H5N1 subtype""","""H5N1""","""Sango Lagoon""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",200,200
"""H5N1 subtype""","""H5N1""","""Buade""","""GH""","""NA""","""2021-06-26""","""Aves""","""Aves""",1150,1150
"""H5N1 subtype""","""H5N1""","""Tseka""","""LS""","""A mixed farm keeping layers, pigs, indigeneous cattle and sheep""","""2021-05-28""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Tseka""","""LS""","""A mixed Farm keeping layers, pigs, indigeneous cattle and sheep""","""2021-05-28""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Likhakeng""","""LS""","""2,880 layers at point of lay were introduced into the farm which has 22,680 layers""","""2021-05-22""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Likhakeng""","""LS""","""2,880 layers at point of lay were introduced into the farm which has 22,680 layers""","""2021-05-22""","""Aves""","""Aves""",709,709
"""H5N1 subtype""","""H5N1""","""Tseka""","""LS""","""A mixed Farm keeping layers, pigs, indigeneous cattle and sheep""","""2021-05-28""","""Aves""","""Aves""",1757,1757
"""H5N1 subtype""","""H5N1""","""Tseka""","""LS""","""A mixed farm keeping layers, pigs, indigeneous cattle and sheep""","""2021-05-28""","""Aves""","""Aves""",1757,1757
"""H5N1 subtype""","""H5N1""","""Tseka""","""LS""","""A mixed Farm keeping layers, pigs, indigeneous cattle and sheep""","""2021-05-28""","""Aves""","""Aves""",816,816
"""H5N1 subtype""","""H5N1""","""Riverside""","""ZA""","""NA""","""2022-06-02""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Boulevard 44 Boutique Hotel""","""ZA""","""NA""","""2022-01-14""","""Aves""","""Aves""",40,35
"""H5N1 subtype""","""H5N1""","""Riverside""","""ZA""","""NA""","""2022-06-02""","""Aves""","""Aves""",162,162
"""H5N1 subtype""","""H5N1""","""Fochville""","""ZA""","""NA""","""2022-02-15""","""Aves""","""Aves""",15,15
"""H5N1 subtype""","""H5N1""","""Doornkloof""","""ZA""","""NA""","""2021-09-25""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Boulevard 44 Boutique Hotel""","""ZA""","""NA""","""2022-01-14""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Rotterdam""","""ZA""","""NA""","""2021-10-22""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Irene""","""ZA""","""NA""","""2021-11-10""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Turret Gully""","""ZA""","""NA""","""2021-05-19""","""Aves""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Walker’s Fruit Farms""","""ZA""","""NA""","""2022-05-23""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Fochville""","""ZA""","""NA""","""2022-02-15""","""Aves""","""Aves""",12,12
"""H5N1 subtype""","""H5N1""","""Grootdam""","""ZA""","""Feral peacocks and pet chickens""","""2021-12-17""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Grootdam""","""ZA""","""Feral peacocks and pet chickens""","""2021-12-17""","""Aves""","""Aves""",62,62
"""H5N1 subtype""","""H5N1""","""KwaThema""","""ZA""","""NA""","""2022-01-10""","""Aves""","""Aves""",50,50
"""H5N1 subtype""","""H5N1""","""Mathibestad""","""ZA""","""NA""","""2021-10-29""","""Aves""","""Aves""",42,42
"""H5N1 subtype""","""H5N1""","""Irene""","""ZA""","""NA""","""2021-11-10""","""Aves""","""Aves""",20,20
"""H5N1 subtype""","""H5N1""","""Pisa""","""ZA""","""Hobby swans.""","""2021-06-09""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Pisa""","""ZA""","""Hobby swans""","""2021-06-09""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Betshan""","""ZA""","""NA""","""2022-01-17""","""Aves""","""Aves""",5,5
"""H5N1 subtype""","""H5N1""","""Maruleng""","""ZA""","""Domesticated African grey parrot.""","""2021-07-01""","""Aves""","""Aves""",1,1
"""H5N1 subtype""","""H5N1""","""Pisa""","""ZA""","""Hobby swans.""","""2021-06-09""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Malapa Fossil Site""","""EG""","""Hobby chickens.""","""2021-07-01""","""Aves""","""Aves""",56,56
"""H5N1 subtype""","""H5N1""","""Middelburg""","""ZA""","""Feral geese""","""2021-05-13""","""Aves""","""Aves""",3,3
"""H5N1 subtype""","""H5N1""","""Maruleng""","""ZA""","""Domesticated African grey parrot.""","""2021-07-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Mathibestad""","""ZA""","""NA""","""2021-10-29""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Betshan""","""ZA""","""NA""","""2022-01-17""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Ironside""","""ZA""","""NA""","""2021-12-01""","""Aves""","""Aves""",20,20
"""H5N1 subtype""","""H5N1""","""KwaThema""","""ZA""","""NA""","""2022-01-10""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Rotterdam""","""ZA""","""NA""","""2021-10-22""","""Aves""","""Aves""",20,20
"""H5N1 subtype""","""H5N1""","""Malapa Fossil Site""","""EG""","""Hobby chickens""","""2021-07-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Malapa Fossil Site""","""EG""","""Hobby chickens.""","""2021-07-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Doornkloof""","""ZA""","""NA""","""2021-09-25""","""Aves""","""Aves""",51,51
"""H5N1 subtype""","""H5N1""","""Pisa""","""ZA""","""Hobby swans""","""2021-06-09""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Malapa Fossil Site""","""EG""","""Hobby chickens""","""2021-07-01""","""Aves""","""Aves""",56,56
"""H5N1 subtype""","""H5N1""","""Kavenberg""","""DE""","""turkeys for fattening""","""2021-05-05""","""Aves""","""Aves""",390,50
"""H5N1 subtype""","""H5N1""","""Werpeloh""","""DE""","""turkeys for fattening""","""2021-05-07""","""Aves""","""Aves""",466,41
"""H5N1 subtype""","""H5N1""","""Soltenland""","""DE""","""laying hens""","""2021-02-23""","""Aves""","""Aves""",11384,45
"""H5N1 subtype""","""H5N1""","""Jarßum""","""DE""","""laying hens, ducks""","""2021-03-26""","""Aves""","""Aves""",13,13
"""H5N1 subtype""","""H5N1""","""Kavenberg""","""DE""","""turkeys for fattening""","""2021-04-27""","""Aves""","""Aves""",3593,366
"""H5N1 subtype""","""H5N1""","""Börger""","""DE""","""turkeys for fattening""","""2021-05-03""","""Aves""","""Aves""",593,93
"""H5N1 subtype""","""H5N1""","""Ngabakoro Droit""","""ML""","""Bande de 38 600 poussins de ponte agés de 6 mois""","""2021-04-30""","""Aves""","""Aves""",30000,30000
"""H5N1 subtype""","""H5N1""","""Ngabakoro Droit""","""ML""","""Quatre bandes de pondeuses dont deux de 28 semaines, une de 16 semaines et la dernière de 15 semaines.""","""2021-04-09""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Ngabakoro Droit""","""ML""","""Quatre bandes de pondeuses dont deux de 28 semaines, une de 16 semaines et la dernière de 15 semaines.""","""2021-04-09""","""Aves""","""Aves""",64040,64040
"""H5N1 subtype""","""H5N1""","""Malinovo""","""SK""","""One single very small backyard holding. owner observed sudden mortality by 4 out of 6 hens kept in the back yard holding. In mean time the outstanding 2 hens died as well. H5n1 confirmed. The most probably introduction of virus into the holding via wild birds.""","""2021-04-21""","""Aves""","""Aves""",6,6
"""H5N1 subtype""","""H5N1""","""Soulémanbougou""","""ML""","""Poulets exotiques élevés avec des oies, canards et dindons.""","""2021-03-13""","""Aves""","""Aves""",60,60
"""H5N1 subtype""","""H5N1""","""Babougou""","""ML""","""Trois bandes de pondeuses âgées respectivement de 9, 12 et 15 mois.""","""2021-03-18""","""Aves""","""Aves""",9800,9800
"""H5N1 subtype""","""H5N1""","""Sikasso hospital""","""ML""","""Pondeuses âgées de 7 mois.""","""2021-03-23""","""Aves""","""Aves""",30000,30000
"""H5N1 subtype""","""H5N1""","""Bütetanya""","""HU""","""38 weeks old breeding turkeys""","""2021-04-10""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Bütetanya""","""HU""","""38 weeks old breeding turkeys""","""2021-04-10""","""Aves""","""Aves""","""NA""",2650
"""H5N1 subtype""","""H5N1""","""Buffelsdrif""","""ZA""","""Commercial ostriches""","""2021-07-15""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Pepworth Hill""","""ZA""","""NA""","""2021-10-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Leondale""","""ZA""","""NA""","""2022-03-15""","""Aves""","""Aves""",89,89
"""H5N1 subtype""","""H5N1""","""Wheeler's Farm""","""ZA""","""NA""","""2022-02-17""","""Aves""","""Aves""",242,242
"""H5N1 subtype""","""H5N1""","""Vaalkop and Dadelfontein""","""ZA""","""NA""","""2021-07-19""","""Aves""","""Aves""",156,158
"""H5N1 subtype""","""H5N1""","""New Politique""","""ZA""","""NA""","""2021-09-04""","""Aves""","""Aves""",98,98
"""H5N1 subtype""","""H5N1""","""KwaMncane""","""ZA""","""NA""","""2021-09-18""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Scholtskraal""","""ZA""","""Commercial ostriches""","""2022-01-19""","""Aves""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Morewag""","""ZA""","""NA""","""2022-01-27""","""Aves""","""Aves""",1920,1920
"""H5N1 subtype""","""H5N1""","""Petit""","""ZA""","""NA""","""2021-11-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Driefontein""","""ZA""","""NA""","""2021-10-26""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Rothdene""","""ZA""","""NA""","""2021-10-26""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Welgevonden""","""ZA""","""NA""","""2021-11-03""","""Aves""","""Aves""",403,403
"""H5N1 subtype""","""H5N1""","""Witstinkhoutboom""","""ZA""","""NA""","""2021-10-28""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""New Politique""","""ZA""","""NA""","""2021-08-23""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Ntweni""","""ZA""","""NA""","""2021-10-04""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Anysberg East""","""ZA""","""Commercial ostriches""","""2021-12-03""","""Aves""","""Aves""",13,0
"""H5N1 subtype""","""H5N1""","""Grange""","""ZA""","""NA""","""2021-07-21""","""Aves""","""Aves""",11,11
"""H5N1 subtype""","""H5N1""","""Grange""","""ZA""","""NA""","""2021-06-14""","""Aves""","""Aves""",21,23
"""H5N1 subtype""","""H5N1""","""Great Winterhoek Nature Reserve""","""ZA""","""Commercial ostriches""","""2021-11-15""","""Aves""","""Aves""",3,0
"""H5N1 subtype""","""H5N1""","""Morewag""","""ZA""","""NA""","""2022-01-27""","""Aves""","""Aves""",88,88
"""H5N1 subtype""","""H5N1""","""Nooitgedacht""","""ZA""","""NA""","""2021-08-16""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Dassenberg""","""ZA""","""NA""","""2021-09-25""","""Aves""","""Aves""",45,45
"""H5N1 subtype""","""H5N1""","""Killarney Road""","""ZA""","""NA""","""2021-07-08""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Forest Heights""","""ZA""","""NA""","""2021-06-02""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Vergenoegd""","""ZA""","""NA""","""2021-10-17""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Elandsfontein""","""ZA""","""NA""","""2022-01-24""","""Aves""","""Aves""",1601,1601
"""H5N1 subtype""","""H5N1""","""Elandsfontein""","""ZA""","""NA""","""2022-01-24""","""Aves""","""Aves""",2634,2634
"""H5N1 subtype""","""H5N1""","""Mabopane""","""ZA""","""NA""","""2021-11-04""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Leondale""","""ZA""","""Coordinates modified to protect confidentiality as required by South African Legislation.""","""2021-04-09""","""Aves""","""Aves""",564,564
"""H5N1 subtype""","""H5N1""","""Vlakplaats""","""ZA""","""NA""","""2021-10-15""","""Aves""","""Aves""",5,10
"""H5N1 subtype""","""H5N1""","""Blaauw Bosch Kuil""","""ZA""","""Commercial ostriches""","""2021-12-02""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Nsukozi""","""ZA""","""NA""","""2021-10-02""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Welton""","""ZA""","""NA""","""2021-06-21""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Scottsville""","""ZA""","""NA""","""2021-06-12""","""Aves""","""Aves""",637,637
"""H5N1 subtype""","""H5N1""","""Waterkloof""","""ZA""","""Commercial Ostriches""","""2021-06-08""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Blaauw Bosch Kuil""","""ZA""","""Commercial ostriches""","""2021-12-02""","""Aves""","""Aves""",5,0
"""H5N1 subtype""","""H5N1""","""Ventersdorp""","""ZA""","""NA""","""2021-06-01""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Vaalkop and Dadelfontein""","""ZA""","""NA""","""2021-07-25""","""Aves""","""Aves""",292,294
"""H5N1 subtype""","""H5N1""","""Vaalkop and Dadelfontein""","""ZA""","""NA""","""2021-07-26""","""Aves""","""Aves""",39,40
"""H5N1 subtype""","""H5N1""","""Hartenberg""","""ZA""","""NA""","""2021-08-09""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""KwaMncane""","""ZA""","""NA""","""2021-09-18""","""Aves""","""Aves""",60,60
"""H5N1 subtype""","""H5N1""","""Dassenberg""","""ZA""","""NA""","""2021-09-25""","""Aves""","""Aves""",255,255
"""H5N1 subtype""","""H5N1""","""Buffelsdrif""","""ZA""","""Commercial ostriches""","""2021-07-15""","""Aves""","""Aves""",1,0
"""H5N1 subtype""","""H5N1""","""Mossdale""","""ZA""","""NA""","""2021-05-23""","""Aves""","""Aves""",3728,3728
"""H5N1 subtype""","""H5N1""","""Mabopane""","""ZA""","""NA""","""2021-11-04""","""Aves""","""Aves""",160,160
"""H5N1 subtype""","""H5N1""","""Welgevonden""","""ZA""","""NA""","""2021-11-03""","""Aves""","""Aves""",247,247
"""H5N1 subtype""","""H5N1""","""Vlakplaats""","""ZA""","""NA""","""2021-10-15""","""Aves""","""Aves""",88,83
"""H5N1 subtype""","""H5N1""","""Koffiefontein""","""ZA""","""NA""","""2021-10-01""","""Aves""","""Aves""",40,40
"""H5N1 subtype""","""H5N1""","""Barberskrans""","""ZA""","""Commercial ostriches""","""2021-06-25""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""De Plaat""","""ZA""","""NA""","""2021-05-17""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Grange""","""ZA""","""NA""","""2021-06-22""","""Aves""","""Aves""","""NA""","""NA"""
"""H5N1 subtype""","""H5N1""","""Grange""","""ZA""","""NA""","""2021-06-09""","""Aves""","""Aves""",6682,6684
