data,yearMonth,geo,species,flu,monthlyCases
"""FluNet""","""2015-1""","""Serbia""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-1""","""Philippines""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-1""","""India""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-1""","""Malta""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2015-1""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-1""","""Guadeloupe""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-1""","""Uzbekistan""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-1""","""Thailand""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-1""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-1""","""Albania""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-1""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-1""","""Jordan""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-1""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2015-1""","""Poland""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2015-1""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2015-1""","""Chile""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-1""","""Morocco""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-1""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-1""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-1""","""Mozambique""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-1""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-1""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-1""","""Afghanistan""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-1""","""Zambia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-1""","""Togo""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Paraguay""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Niger""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""New Caledonia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Mauritius""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""South Africa""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Panama""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Argentina""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-1""","""Peru""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Barbados""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Rwanda""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Armenia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Papua New Guinea""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Burkina Faso""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Uganda""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-1""","""Kyrgyzstan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""China""","""Homo sapiens""","""Influenza A virus""",603
"""FluNet""","""2015-10""","""Canada""","""Homo sapiens""","""Influenza A virus""",118
"""FluNet""","""2015-10""","""Chile""","""Homo sapiens""","""Influenza A virus""",113
"""FluNet""","""2015-10""","""Australia""","""Homo sapiens""","""Influenza A virus""",104
"""FluNet""","""2015-10""","""France""","""Homo sapiens""","""Influenza A virus""",69
"""FluNet""","""2015-10""","""Qatar""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2015-10""","""Argentina""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2015-10""","""Colombia""","""Homo sapiens""","""Influenza A virus""",50
"""FluNet""","""2015-10""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",49
"""FluNet""","""2015-10""","""Mexico""","""Homo sapiens""","""Influenza A virus""",39
"""FluNet""","""2015-10""","""Senegal""","""Homo sapiens""","""Influenza A virus""",36
"""FluNet""","""2015-10""","""Japan""","""Homo sapiens""","""Influenza A virus""",30
"""FluNet""","""2015-10""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",28
"""FluNet""","""2015-10""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2015-10""","""Egypt""","""Homo sapiens""","""Influenza A virus""",26
"""FluNet""","""2015-10""","""Panama""","""Homo sapiens""","""Influenza A virus""",22
"""FluNet""","""2015-10""","""Thailand""","""Homo sapiens""","""Influenza A virus""",19
"""FluNet""","""2015-10""","""Norway""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2015-10""","""Haiti""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2015-10""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2015-10""","""Sweden""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-10""","""Honduras""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-10""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-10""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-10""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-10""","""Uganda""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-10""","""Zambia""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-10""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2015-10""","""Oman""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2015-10""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2015-10""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2015-10""","""Brazil""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-10""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-10""","""Denmark""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-10""","""Singapore""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-10""","""Togo""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-10""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-10""","""Ghana""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-10""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-10""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""Ireland""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""India""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""Iraq""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""Maldives""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-10""","""Israel""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-10""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-10""","""Turkey""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-10""","""Germany""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-10""","""Fiji""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-10""","""Estonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Belgium""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Austria""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Latvia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Uruguay""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""South Africa""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Greece""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-10""","""Peru""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""China""","""Homo sapiens""","""Influenza A virus""",776
"""FluNet""","""2015-11""","""Qatar""","""Homo sapiens""","""Influenza A virus""",373
"""FluNet""","""2015-11""","""Canada""","""Homo sapiens""","""Influenza A virus""",227
"""FluNet""","""2015-11""","""Norway""","""Homo sapiens""","""Influenza A virus""",176
"""FluNet""","""2015-11""","""Sweden""","""Homo sapiens""","""Influenza A virus""",131
"""FluNet""","""2015-11""","""Cuba""","""Homo sapiens""","""Influenza A virus""",114
"""FluNet""","""2015-11""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",106
"""FluNet""","""2015-11""","""Australia""","""Homo sapiens""","""Influenza A virus""",77
"""FluNet""","""2015-11""","""Mexico""","""Homo sapiens""","""Influenza A virus""",64
"""FluNet""","""2015-11""","""Colombia""","""Homo sapiens""","""Influenza A virus""",62
"""FluNet""","""2015-11""","""Japan""","""Homo sapiens""","""Influenza A virus""",59
"""FluNet""","""2015-11""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",53
"""FluNet""","""2015-11""","""France""","""Homo sapiens""","""Influenza A virus""",49
"""FluNet""","""2015-11""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",49
"""FluNet""","""2015-11""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",39
"""FluNet""","""2015-11""","""Thailand""","""Homo sapiens""","""Influenza A virus""",23
"""FluNet""","""2015-11""","""Chile""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2015-11""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2015-11""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2015-11""","""Argentina""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2015-11""","""Zambia""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2015-11""","""Denmark""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2015-11""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-11""","""Ghana""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-11""","""Singapore""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-11""","""Austria""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-11""","""Oman""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-11""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-11""","""Honduras""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-11""","""Bangladesh""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-11""","""Panama""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-11""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-11""","""Togo""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2015-11""","""Poland""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-11""","""Senegal""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-11""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-11""","""Finland""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-11""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Haiti""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Germany""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Nigeria""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Barbados""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-11""","""Portugal""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-11""","""Italy""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-11""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-11""","""Czechia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-11""","""Mongolia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-11""","""Ireland""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-11""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-11""","""Nepal""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-11""","""Morocco""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Malta""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Iraq""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Trinidad and Tobago""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""North Macedonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""India""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Uganda""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Estonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Dominican Republic""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Jordan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Hungary""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-11""","""Brazil""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""China""","""Homo sapiens""","""Influenza A virus""",1068
"""FluNet""","""2015-12""","""Sweden""","""Homo sapiens""","""Influenza A virus""",578
"""FluNet""","""2015-12""","""Norway""","""Homo sapiens""","""Influenza A virus""",500
"""FluNet""","""2015-12""","""Qatar""","""Homo sapiens""","""Influenza A virus""",498
"""FluNet""","""2015-12""","""Canada""","""Homo sapiens""","""Influenza A virus""",197
"""FluNet""","""2015-12""","""France""","""Homo sapiens""","""Influenza A virus""",83
"""FluNet""","""2015-12""","""Mexico""","""Homo sapiens""","""Influenza A virus""",72
"""FluNet""","""2015-12""","""Japan""","""Homo sapiens""","""Influenza A virus""",68
"""FluNet""","""2015-12""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2015-12""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2015-12""","""Turkey""","""Homo sapiens""","""Influenza A virus""",56
"""FluNet""","""2015-12""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",51
"""FluNet""","""2015-12""","""Cuba""","""Homo sapiens""","""Influenza A virus""",42
"""FluNet""","""2015-12""","""Costa Rica""","""Homo sapiens""","""Influenza A virus""",34
"""FluNet""","""2015-12""","""Denmark""","""Homo sapiens""","""Influenza A virus""",32
"""FluNet""","""2015-12""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",30
"""FluNet""","""2015-12""","""Austria""","""Homo sapiens""","""Influenza A virus""",30
"""FluNet""","""2015-12""","""Oman""","""Homo sapiens""","""Influenza A virus""",28
"""FluNet""","""2015-12""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",25
"""FluNet""","""2015-12""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2015-12""","""Colombia""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2015-12""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2015-12""","""Ghana""","""Homo sapiens""","""Influenza A virus""",17
"""FluNet""","""2015-12""","""Australia""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2015-12""","""Singapore""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-12""","""Italy""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2015-12""","""Egypt""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2015-12""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-12""","""Honduras""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-12""","""Martinique""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-12""","""Poland""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-12""","""Nepal""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-12""","""Croatia""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-12""","""Portugal""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2015-12""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",7
"""FluNet""","""2015-12""","""Israel""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-12""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-12""","""Zambia""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-12""","""Latvia""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-12""","""Czechia""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-12""","""Togo""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-12""","""Nigeria""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-12""","""Argentina""","""Homo sapiens""","""Influenza A virus""",4
"""FluNet""","""2015-12""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Chile""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Thailand""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Romania""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Malaysia""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Jordan""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Belgium""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Ireland""","""Homo sapiens""","""Influenza A virus""",3
"""FluNet""","""2015-12""","""Maldives""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Brazil""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Lithuania""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Afghanistan""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Nicaragua""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Senegal""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Panama""","""Homo sapiens""","""Influenza A virus""",2
"""FluNet""","""2015-12""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Morocco""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Luxembourg""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Iraq""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Finland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""India""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Greece""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Germany""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Cambodia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""New Caledonia""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Algeria""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-12""","""Iceland""","""Homo sapiens""","""Influenza A virus""",1
"""FluNet""","""2015-2""","""France""","""Homo sapiens""","""Influenza A virus""",13464
"""FluNet""","""2015-2""","""Norway""","""Homo sapiens""","""Influenza A virus""",8352
"""FluNet""","""2015-2""","""China""","""Homo sapiens""","""Influenza A virus""",6488
"""FluNet""","""2015-2""","""Canada""","""Homo sapiens""","""Influenza A virus""",4896
"""FluNet""","""2015-2""","""Spain""","""Homo sapiens""","""Influenza A virus""",3264
"""FluNet""","""2015-2""","""Switzerland""","""Homo sapiens""","""Influenza A virus""",2901
"""FluNet""","""2015-2""","""Sweden""","""Homo sapiens""","""Influenza A virus""",2752
"""FluNet""","""2015-2""","""Netherlands""","""Homo sapiens""","""Influenza A virus""",1776
"""FluNet""","""2015-2""","""Denmark""","""Homo sapiens""","""Influenza A virus""",1272
"""FluNet""","""2015-2""","""Austria""","""Homo sapiens""","""Influenza A virus""",872
"""FluNet""","""2015-2""","""Slovenia""","""Homo sapiens""","""Influenza A virus""",803
"""FluNet""","""2015-2""","""Japan""","""Homo sapiens""","""Influenza A virus""",768
"""FluNet""","""2015-2""","""Italy""","""Homo sapiens""","""Influenza A virus""",710
"""FluNet""","""2015-2""","""Ireland""","""Homo sapiens""","""Influenza A virus""",668
"""FluNet""","""2015-2""","""Latvia""","""Homo sapiens""","""Influenza A virus""",645
"""FluNet""","""2015-2""","""Germany""","""Homo sapiens""","""Influenza A virus""",530
"""FluNet""","""2015-2""","""Croatia""","""Homo sapiens""","""Influenza A virus""",420
"""FluNet""","""2015-2""","""Israel""","""Homo sapiens""","""Influenza A virus""",390
"""FluNet""","""2015-2""","""Hungary""","""Homo sapiens""","""Influenza A virus""",352
"""FluNet""","""2015-2""","""Mexico""","""Homo sapiens""","""Influenza A virus""",295
"""FluNet""","""2015-2""","""Estonia""","""Homo sapiens""","""Influenza A virus""",284
"""FluNet""","""2015-2""","""Czechia""","""Homo sapiens""","""Influenza A virus""",274
"""FluNet""","""2015-2""","""Romania""","""Homo sapiens""","""Influenza A virus""",222
"""FluNet""","""2015-2""","""Portugal""","""Homo sapiens""","""Influenza A virus""",212
"""FluNet""","""2015-2""","""Belarus""","""Homo sapiens""","""Influenza A virus""",182
"""FluNet""","""2015-2""","""Belgium""","""Homo sapiens""","""Influenza A virus""",159
"""FluNet""","""2015-2""","""Qatar""","""Homo sapiens""","""Influenza A virus""",156
"""FluNet""","""2015-2""","""Iraq""","""Homo sapiens""","""Influenza A virus""",139
"""FluNet""","""2015-2""","""Luxembourg""","""Homo sapiens""","""Influenza A virus""",138
"""FluNet""","""2015-2""","""Mongolia""","""Homo sapiens""","""Influenza A virus""",137
"""FluNet""","""2015-2""","""Martinique""","""Homo sapiens""","""Influenza A virus""",136
"""FluNet""","""2015-2""","""Egypt""","""Homo sapiens""","""Influenza A virus""",136
"""FluNet""","""2015-2""","""Kazakhstan""","""Homo sapiens""","""Influenza A virus""",133
"""FluNet""","""2015-2""","""Poland""","""Homo sapiens""","""Influenza A virus""",131
"""FluNet""","""2015-2""","""Ukraine""","""Homo sapiens""","""Influenza A virus""",104
"""FluNet""","""2015-2""","""Iceland""","""Homo sapiens""","""Influenza A virus""",102
"""FluNet""","""2015-2""","""Lithuania""","""Homo sapiens""","""Influenza A virus""",100
"""FluNet""","""2015-2""","""Indonesia""","""Homo sapiens""","""Influenza A virus""",97
"""FluNet""","""2015-2""","""Greece""","""Homo sapiens""","""Influenza A virus""",94
"""FluNet""","""2015-2""","""Slovakia""","""Homo sapiens""","""Influenza A virus""",80
"""FluNet""","""2015-2""","""India""","""Homo sapiens""","""Influenza A virus""",77
"""FluNet""","""2015-2""","""Serbia""","""Homo sapiens""","""Influenza A virus""",66
"""FluNet""","""2015-2""","""Bulgaria""","""Homo sapiens""","""Influenza A virus""",61
"""FluNet""","""2015-2""","""Lebanon""","""Homo sapiens""","""Influenza A virus""",60
"""FluNet""","""2015-2""","""Australia""","""Homo sapiens""","""Influenza A virus""",59
"""FluNet""","""2015-2""","""Madagascar""","""Homo sapiens""","""Influenza A virus""",56
"""FluNet""","""2015-2""","""Algeria""","""Homo sapiens""","""Influenza A virus""",50
"""FluNet""","""2015-2""","""Brazil""","""Homo sapiens""","""Influenza A virus""",39
"""FluNet""","""2015-2""","""Finland""","""Homo sapiens""","""Influenza A virus""",34
"""FluNet""","""2015-2""","""Cuba""","""Homo sapiens""","""Influenza A virus""",28
"""FluNet""","""2015-2""","""Turkey""","""Homo sapiens""","""Influenza A virus""",27
"""FluNet""","""2015-2""","""Colombia""","""Homo sapiens""","""Influenza A virus""",24
"""FluNet""","""2015-2""","""Zambia""","""Homo sapiens""","""Influenza A virus""",21
"""FluNet""","""2015-2""","""Tunisia""","""Homo sapiens""","""Influenza A virus""",20
"""FluNet""","""2015-2""","""Oman""","""Homo sapiens""","""Influenza A virus""",19
"""FluNet""","""2015-2""","""Kyrgyzstan""","""Homo sapiens""","""Influenza A virus""",18
"""FluNet""","""2015-2""","""Singapore""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2015-2""","""Guadeloupe""","""Homo sapiens""","""Influenza A virus""",16
"""FluNet""","""2015-2""","""Thailand""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-2""","""Ecuador""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-2""","""Bahrain""","""Homo sapiens""","""Influenza A virus""",15
"""FluNet""","""2015-2""","""Malta""","""Homo sapiens""","""Influenza A virus""",14
"""FluNet""","""2015-2""","""Cameroon""","""Homo sapiens""","""Influenza A virus""",13
"""FluNet""","""2015-2""","""Jordan""","""Homo sapiens""","""Influenza A virus""",12
"""FluNet""","""2015-2""","""Niger""","""Homo sapiens""","""Influenza A virus""",11
"""FluNet""","""2015-2""","""Jamaica""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-2""","""Philippines""","""Homo sapiens""","""Influenza A virus""",10
"""FluNet""","""2015-2""","""Mozambique""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2015-2""","""Morocco""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2015-2""","""Guatemala""","""Homo sapiens""","""Influenza A virus""",9
"""FluNet""","""2015-2""","""Peru""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2015-2""","""Pakistan""","""Homo sapiens""","""Influenza A virus""",8
"""FluNet""","""2015-2""","""Sri Lanka""","""Homo sapiens""","""Influenza A virus""",6
"""FluNet""","""2015-2""","""Togo""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-2""","""South Africa""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-2""","""Bhutan""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-2""","""El Salvador""","""Homo sapiens""","""Influenza A virus""",5
"""FluNet""","""2015-2""","""French Guiana""","""Homo sapiens""","""Influenza A virus""",4
